NOFOLIO,ENTIDAD,CCT,GENERO,NOMBRE_CT                                                                                               ,N_TURNO,EXTENSION,NOMBRE_MUN,NOMBRE_LOC,MARGINA,SOST,SUBSIST,NVL_ESP,NVL_MAT,
130006737B17,HIDALGO,13ETK0087O,H,TELEBACHILLERATO COMUNITARIO TENANGO,MATUTINO,,TEPEHUACAN DE GUERRERO,TENANGO,ALTO,ESTATAL,TELEBACHILLERATOS COMUNITARIOS,I,I,
130006738B17,HIDALGO,13ETK0087O,M,TELEBACHILLERATO COMUNITARIO TENANGO,MATUTINO,,TEPEHUACAN DE GUERRERO,TENANGO,ALTO,ESTATAL,TELEBACHILLERATOS COMUNITARIOS,II,I,
130006739B17,HIDALGO,13ETK0087O,M,TELEBACHILLERATO COMUNITARIO TENANGO,MATUTINO,,TEPEHUACAN DE GUERRERO,TENANGO,ALTO,ESTATAL,TELEBACHILLERATOS COMUNITARIOS,III,II,
130006740B17,HIDALGO,13ETK0087O,M,TELEBACHILLERATO COMUNITARIO TENANGO,MATUTINO,,TEPEHUACAN DE GUERRERO,TENANGO,ALTO,ESTATAL,TELEBACHILLERATOS COMUNITARIOS,III,I,
130006741B17,HIDALGO,13ETK0087O,H,TELEBACHILLERATO COMUNITARIO TENANGO,MATUTINO,,TEPEHUACAN DE GUERRERO,TENANGO,ALTO,ESTATAL,TELEBACHILLERATOS COMUNITARIOS,I,I,
130006742B17,HIDALGO,13ETK0087O,M,TELEBACHILLERATO COMUNITARIO TENANGO,MATUTINO,,TEPEHUACAN DE GUERRERO,TENANGO,ALTO,ESTATAL,TELEBACHILLERATOS COMUNITARIOS,II,II,
130006743B17,HIDALGO,13ETK0087O,H,TELEBACHILLERATO COMUNITARIO TENANGO,MATUTINO,,TEPEHUACAN DE GUERRERO,TENANGO,ALTO,ESTATAL,TELEBACHILLERATOS COMUNITARIOS,III,I,
130006744B17,HIDALGO,13ETK0087O,H,TELEBACHILLERATO COMUNITARIO TENANGO,MATUTINO,,TEPEHUACAN DE GUERRERO,TENANGO,ALTO,ESTATAL,TELEBACHILLERATOS COMUNITARIOS,II,I,
130006745B17,HIDALGO,13ETK0087O,H,TELEBACHILLERATO COMUNITARIO TENANGO,MATUTINO,,TEPEHUACAN DE GUERRERO,TENANGO,ALTO,ESTATAL,TELEBACHILLERATOS COMUNITARIOS,I,I,
130006746B17,HIDALGO,13ETK0087O,H,TELEBACHILLERATO COMUNITARIO TENANGO,MATUTINO,,TEPEHUACAN DE GUERRERO,TENANGO,ALTO,ESTATAL,TELEBACHILLERATOS COMUNITARIOS,I,I,
130006747B17,HIDALGO,13ETK0087O,M,TELEBACHILLERATO COMUNITARIO TENANGO,MATUTINO,,TEPEHUACAN DE GUERRERO,TENANGO,ALTO,ESTATAL,TELEBACHILLERATOS COMUNITARIOS,II,II,
130006748B17,HIDALGO,13ETK0088N,M,TELEBACHILLERATO COMUNITARIO XILITLA,MATUTINO,,TEPEHUACAN DE GUERRERO,XILITLA,ALTO,ESTATAL,TELEBACHILLERATOS COMUNITARIOS,II,II,
130006749B17,HIDALGO,13ETK0088N,H,TELEBACHILLERATO COMUNITARIO XILITLA,MATUTINO,,TEPEHUACAN DE GUERRERO,XILITLA,ALTO,ESTATAL,TELEBACHILLERATOS COMUNITARIOS,III,I,
130006750B17,HIDALGO,13ETK0088N,M,TELEBACHILLERATO COMUNITARIO XILITLA,MATUTINO,,TEPEHUACAN DE GUERRERO,XILITLA,ALTO,ESTATAL,TELEBACHILLERATOS COMUNITARIOS,III,I,
130006752B17,HIDALGO,13ETK0088N,M,TELEBACHILLERATO COMUNITARIO XILITLA,MATUTINO,,TEPEHUACAN DE GUERRERO,XILITLA,ALTO,ESTATAL,TELEBACHILLERATOS COMUNITARIOS,II,I,
130006753B17,HIDALGO,13ETK0088N,M,TELEBACHILLERATO COMUNITARIO XILITLA,MATUTINO,,TEPEHUACAN DE GUERRERO,XILITLA,ALTO,ESTATAL,TELEBACHILLERATOS COMUNITARIOS,I,I,
130006754B17,HIDALGO,13ETK0088N,H,TELEBACHILLERATO COMUNITARIO XILITLA,MATUTINO,,TEPEHUACAN DE GUERRERO,XILITLA,ALTO,ESTATAL,TELEBACHILLERATOS COMUNITARIOS,I,I,
130006755B17,HIDALGO,13ETK0088N,M,TELEBACHILLERATO COMUNITARIO XILITLA,MATUTINO,,TEPEHUACAN DE GUERRERO,XILITLA,ALTO,ESTATAL,TELEBACHILLERATOS COMUNITARIOS,IV,I,
130006756B17,HIDALGO,13ETK0088N,M,TELEBACHILLERATO COMUNITARIO XILITLA,MATUTINO,,TEPEHUACAN DE GUERRERO,XILITLA,ALTO,ESTATAL,TELEBACHILLERATOS COMUNITARIOS,I,I,
130006758B17,HIDALGO,13ETK0088N,M,TELEBACHILLERATO COMUNITARIO XILITLA,MATUTINO,,TEPEHUACAN DE GUERRERO,XILITLA,ALTO,ESTATAL,TELEBACHILLERATOS COMUNITARIOS,I,I,
130006759B17,HIDALGO,13ETK0088N,M,TELEBACHILLERATO COMUNITARIO XILITLA,MATUTINO,,TEPEHUACAN DE GUERRERO,XILITLA,ALTO,ESTATAL,TELEBACHILLERATOS COMUNITARIOS,II,I,
130006760B17,HIDALGO,13ETK0088N,M,TELEBACHILLERATO COMUNITARIO XILITLA,MATUTINO,,TEPEHUACAN DE GUERRERO,XILITLA,ALTO,ESTATAL,TELEBACHILLERATOS COMUNITARIOS,II,II,
130006761B17,HIDALGO,13ETK0088N,H,TELEBACHILLERATO COMUNITARIO XILITLA,MATUTINO,,TEPEHUACAN DE GUERRERO,XILITLA,ALTO,ESTATAL,TELEBACHILLERATOS COMUNITARIOS,I,I,
130006762B17,HIDALGO,13ETK0088N,H,TELEBACHILLERATO COMUNITARIO XILITLA,MATUTINO,,TEPEHUACAN DE GUERRERO,XILITLA,ALTO,ESTATAL,TELEBACHILLERATOS COMUNITARIOS,I,I,
130006763B17,HIDALGO,13ETK0088N,H,TELEBACHILLERATO COMUNITARIO XILITLA,MATUTINO,,TEPEHUACAN DE GUERRERO,XILITLA,ALTO,ESTATAL,TELEBACHILLERATOS COMUNITARIOS,I,I,
130006764B17,HIDALGO,13ETK0092Z,H,TELEBACHILLERATO COMUNITARIO NONOALCO,VESPERTINO,,XOCHICOATLAN,NONOALCO,MEDIO,ESTATAL,TELEBACHILLERATOS COMUNITARIOS,III,III,
130006765B17,HIDALGO,13ETK0092Z,H,TELEBACHILLERATO COMUNITARIO NONOALCO,VESPERTINO,,XOCHICOATLAN,NONOALCO,MEDIO,ESTATAL,TELEBACHILLERATOS COMUNITARIOS,III,II,
130006766B17,HIDALGO,13ETK0092Z,H,TELEBACHILLERATO COMUNITARIO NONOALCO,VESPERTINO,,XOCHICOATLAN,NONOALCO,MEDIO,ESTATAL,TELEBACHILLERATOS COMUNITARIOS,II,I,
130006767B17,HIDALGO,13ETK0092Z,H,TELEBACHILLERATO COMUNITARIO NONOALCO,VESPERTINO,,XOCHICOATLAN,NONOALCO,MEDIO,ESTATAL,TELEBACHILLERATOS COMUNITARIOS,III,II,
130006768B17,HIDALGO,13ETK0092Z,H,TELEBACHILLERATO COMUNITARIO NONOALCO,VESPERTINO,,XOCHICOATLAN,NONOALCO,MEDIO,ESTATAL,TELEBACHILLERATOS COMUNITARIOS,I,I,
130006769B17,HIDALGO,13ETK0092Z,M,TELEBACHILLERATO COMUNITARIO NONOALCO,VESPERTINO,,XOCHICOATLAN,NONOALCO,MEDIO,ESTATAL,TELEBACHILLERATOS COMUNITARIOS,IV,I,
130006770B17,HIDALGO,13ETK0092Z,M,TELEBACHILLERATO COMUNITARIO NONOALCO,VESPERTINO,,XOCHICOATLAN,NONOALCO,MEDIO,ESTATAL,TELEBACHILLERATOS COMUNITARIOS,I,I,
130006771B17,HIDALGO,13ETK0093Z,H,TELEBACHILLERATO COMUNITARIO PAPAXTLA,VESPERTINO,,XOCHICOATLAN,PAPAXTLA,ALTO,ESTATAL,TELEBACHILLERATOS COMUNITARIOS,III,I,
130006772B17,HIDALGO,13ETK0093Z,H,TELEBACHILLERATO COMUNITARIO PAPAXTLA,VESPERTINO,,XOCHICOATLAN,PAPAXTLA,ALTO,ESTATAL,TELEBACHILLERATOS COMUNITARIOS,III,II,
130006773B17,HIDALGO,13ETK0093Z,H,TELEBACHILLERATO COMUNITARIO PAPAXTLA,VESPERTINO,,XOCHICOATLAN,PAPAXTLA,ALTO,ESTATAL,TELEBACHILLERATOS COMUNITARIOS,I,I,
130006774B17,HIDALGO,13ETK0093Z,M,TELEBACHILLERATO COMUNITARIO PAPAXTLA,VESPERTINO,,XOCHICOATLAN,PAPAXTLA,ALTO,ESTATAL,TELEBACHILLERATOS COMUNITARIOS,III,I,
130006775B17,HIDALGO,13ETK0093Z,M,TELEBACHILLERATO COMUNITARIO PAPAXTLA,VESPERTINO,,XOCHICOATLAN,PAPAXTLA,ALTO,ESTATAL,TELEBACHILLERATOS COMUNITARIOS,IV,II,
130006776B17,HIDALGO,13ETK0093Z,M,TELEBACHILLERATO COMUNITARIO PAPAXTLA,VESPERTINO,,XOCHICOATLAN,PAPAXTLA,ALTO,ESTATAL,TELEBACHILLERATOS COMUNITARIOS,II,I,
130006777B17,HIDALGO,13ETK0093Z,H,TELEBACHILLERATO COMUNITARIO PAPAXTLA,VESPERTINO,,XOCHICOATLAN,PAPAXTLA,ALTO,ESTATAL,TELEBACHILLERATOS COMUNITARIOS,II,I,
130006778B17,HIDALGO,13ETK0093Z,H,TELEBACHILLERATO COMUNITARIO PAPAXTLA,VESPERTINO,,XOCHICOATLAN,PAPAXTLA,ALTO,ESTATAL,TELEBACHILLERATOS COMUNITARIOS,I,I,
130006779B17,HIDALGO,13ETK0093Z,M,TELEBACHILLERATO COMUNITARIO PAPAXTLA,VESPERTINO,,XOCHICOATLAN,PAPAXTLA,ALTO,ESTATAL,TELEBACHILLERATOS COMUNITARIOS,I,I,
130006780B17,HIDALGO,13ETK0093Z,H,TELEBACHILLERATO COMUNITARIO PAPAXTLA,VESPERTINO,,XOCHICOATLAN,PAPAXTLA,ALTO,ESTATAL,TELEBACHILLERATOS COMUNITARIOS,III,I,
130006781B17,HIDALGO,13ETK0093Z,H,TELEBACHILLERATO COMUNITARIO PAPAXTLA,VESPERTINO,,XOCHICOATLAN,PAPAXTLA,ALTO,ESTATAL,TELEBACHILLERATOS COMUNITARIOS,I,I,
130006782B17,HIDALGO,13ETK0094Y,M,TELEBACHILLERATO COMUNITARIO TLAXCOYA,VESPERTINO,,XOCHICOATLAN,TLAXCOYA,ALTO,ESTATAL,TELEBACHILLERATOS COMUNITARIOS,III,I,
130006783B17,HIDALGO,13ETK0094Y,H,TELEBACHILLERATO COMUNITARIO TLAXCOYA,VESPERTINO,,XOCHICOATLAN,TLAXCOYA,ALTO,ESTATAL,TELEBACHILLERATOS COMUNITARIOS,III,I,
130006784B17,HIDALGO,13ETK0094Y,H,TELEBACHILLERATO COMUNITARIO TLAXCOYA,VESPERTINO,,XOCHICOATLAN,TLAXCOYA,ALTO,ESTATAL,TELEBACHILLERATOS COMUNITARIOS,II,I,
130006785B17,HIDALGO,13ETK0094Y,M,TELEBACHILLERATO COMUNITARIO TLAXCOYA,VESPERTINO,,XOCHICOATLAN,TLAXCOYA,ALTO,ESTATAL,TELEBACHILLERATOS COMUNITARIOS,I,I,
130006786B17,HIDALGO,13ETK0094Y,M,TELEBACHILLERATO COMUNITARIO TLAXCOYA,VESPERTINO,,XOCHICOATLAN,TLAXCOYA,ALTO,ESTATAL,TELEBACHILLERATOS COMUNITARIOS,II,I,
130006787B17,HIDALGO,13ETK0094Y,H,TELEBACHILLERATO COMUNITARIO TLAXCOYA,VESPERTINO,,XOCHICOATLAN,TLAXCOYA,ALTO,ESTATAL,TELEBACHILLERATOS COMUNITARIOS,I,I,
130006788B17,HIDALGO,13ETK0094Y,M,TELEBACHILLERATO COMUNITARIO TLAXCOYA,VESPERTINO,,XOCHICOATLAN,TLAXCOYA,ALTO,ESTATAL,TELEBACHILLERATOS COMUNITARIOS,II,II,
130006789B17,HIDALGO,13ETK0094Y,H,TELEBACHILLERATO COMUNITARIO TLAXCOYA,VESPERTINO,,XOCHICOATLAN,TLAXCOYA,ALTO,ESTATAL,TELEBACHILLERATOS COMUNITARIOS,I,I,
130006790B17,HIDALGO,13ETK0094Y,M,TELEBACHILLERATO COMUNITARIO TLAXCOYA,VESPERTINO,,XOCHICOATLAN,TLAXCOYA,ALTO,ESTATAL,TELEBACHILLERATOS COMUNITARIOS,I,I,
130006792B17,HIDALGO,13ETK0094Y,H,TELEBACHILLERATO COMUNITARIO TLAXCOYA,VESPERTINO,,XOCHICOATLAN,TLAXCOYA,ALTO,ESTATAL,TELEBACHILLERATOS COMUNITARIOS,I,I,
130006793B17,HIDALGO,13ETK0094Y,H,TELEBACHILLERATO COMUNITARIO TLAXCOYA,VESPERTINO,,XOCHICOATLAN,TLAXCOYA,ALTO,ESTATAL,TELEBACHILLERATOS COMUNITARIOS,II,I,
130006794B17,HIDALGO,13ETK0095X,M,TELEBACHILLERATO COMUNITARIO TUZANCOAC,VESPERTINO,,XOCHICOATLAN,TUZANCOAC,ALTO,ESTATAL,TELEBACHILLERATOS COMUNITARIOS,IV,IV,
130006795B17,HIDALGO,13ETK0095X,M,TELEBACHILLERATO COMUNITARIO TUZANCOAC,VESPERTINO,,XOCHICOATLAN,TUZANCOAC,ALTO,ESTATAL,TELEBACHILLERATOS COMUNITARIOS,II,IV,
130006796B17,HIDALGO,13ETK0095X,H,TELEBACHILLERATO COMUNITARIO TUZANCOAC,VESPERTINO,,XOCHICOATLAN,TUZANCOAC,ALTO,ESTATAL,TELEBACHILLERATOS COMUNITARIOS,II,II,
130006797B17,HIDALGO,13ETK0095X,H,TELEBACHILLERATO COMUNITARIO TUZANCOAC,VESPERTINO,,XOCHICOATLAN,TUZANCOAC,ALTO,ESTATAL,TELEBACHILLERATOS COMUNITARIOS,I,IV,
130006798B17,HIDALGO,13ETK0095X,M,TELEBACHILLERATO COMUNITARIO TUZANCOAC,VESPERTINO,,XOCHICOATLAN,TUZANCOAC,ALTO,ESTATAL,TELEBACHILLERATOS COMUNITARIOS,II,II,
130006799B17,HIDALGO,13ETK0095X,H,TELEBACHILLERATO COMUNITARIO TUZANCOAC,VESPERTINO,,XOCHICOATLAN,TUZANCOAC,ALTO,ESTATAL,TELEBACHILLERATOS COMUNITARIOS,II,I,
130006800B17,HIDALGO,13ETK0095X,M,TELEBACHILLERATO COMUNITARIO TUZANCOAC,VESPERTINO,,XOCHICOATLAN,TUZANCOAC,ALTO,ESTATAL,TELEBACHILLERATOS COMUNITARIOS,III,I,
130006801B17,HIDALGO,13ETK0095X,M,TELEBACHILLERATO COMUNITARIO TUZANCOAC,VESPERTINO,,XOCHICOATLAN,TUZANCOAC,ALTO,ESTATAL,TELEBACHILLERATOS COMUNITARIOS,I,I,
130006802B17,HIDALGO,13ETK0095X,M,TELEBACHILLERATO COMUNITARIO TUZANCOAC,VESPERTINO,,XOCHICOATLAN,TUZANCOAC,ALTO,ESTATAL,TELEBACHILLERATOS COMUNITARIOS,II,I,
130006803B17,HIDALGO,13ETK0095X,M,TELEBACHILLERATO COMUNITARIO TUZANCOAC,VESPERTINO,,XOCHICOATLAN,TUZANCOAC,ALTO,ESTATAL,TELEBACHILLERATOS COMUNITARIOS,III,II,
130006804B17,HIDALGO,13ETK0096W,M,TELEBACHILLERATO COMUNITARIO ATOPIXCO,VESPERTINO,,ZACUALTIPAN DE ANGELES,ATOPIXCO,BAJO,ESTATAL,TELEBACHILLERATOS COMUNITARIOS,I,I,
130006805B17,HIDALGO,13ETK0096W,M,TELEBACHILLERATO COMUNITARIO ATOPIXCO,VESPERTINO,,ZACUALTIPAN DE ANGELES,ATOPIXCO,BAJO,ESTATAL,TELEBACHILLERATOS COMUNITARIOS,II,I,
130006806B17,HIDALGO,13ETK0096W,M,TELEBACHILLERATO COMUNITARIO ATOPIXCO,VESPERTINO,,ZACUALTIPAN DE ANGELES,ATOPIXCO,BAJO,ESTATAL,TELEBACHILLERATOS COMUNITARIOS,III,I,
130006807B17,HIDALGO,13ETK0096W,M,TELEBACHILLERATO COMUNITARIO ATOPIXCO,VESPERTINO,,ZACUALTIPAN DE ANGELES,ATOPIXCO,BAJO,ESTATAL,TELEBACHILLERATOS COMUNITARIOS,II,I,
130006808B17,HIDALGO,13ETK0096W,M,TELEBACHILLERATO COMUNITARIO ATOPIXCO,VESPERTINO,,ZACUALTIPAN DE ANGELES,ATOPIXCO,BAJO,ESTATAL,TELEBACHILLERATOS COMUNITARIOS,II,I,
130006809B17,HIDALGO,13ETK0096W,H,TELEBACHILLERATO COMUNITARIO ATOPIXCO,VESPERTINO,,ZACUALTIPAN DE ANGELES,ATOPIXCO,BAJO,ESTATAL,TELEBACHILLERATOS COMUNITARIOS,II,I,
130006810B17,HIDALGO,13ETK0096W,M,TELEBACHILLERATO COMUNITARIO ATOPIXCO,VESPERTINO,,ZACUALTIPAN DE ANGELES,ATOPIXCO,BAJO,ESTATAL,TELEBACHILLERATOS COMUNITARIOS,III,I,
130006811B17,HIDALGO,13ETK0096W,H,TELEBACHILLERATO COMUNITARIO ATOPIXCO,VESPERTINO,,ZACUALTIPAN DE ANGELES,ATOPIXCO,BAJO,ESTATAL,TELEBACHILLERATOS COMUNITARIOS,I,I,
130006812B17,HIDALGO,13ETK0096W,H,TELEBACHILLERATO COMUNITARIO ATOPIXCO,VESPERTINO,,ZACUALTIPAN DE ANGELES,ATOPIXCO,BAJO,ESTATAL,TELEBACHILLERATOS COMUNITARIOS,I,I,
130006813B17,HIDALGO,13ETK0096W,M,TELEBACHILLERATO COMUNITARIO ATOPIXCO,VESPERTINO,,ZACUALTIPAN DE ANGELES,ATOPIXCO,BAJO,ESTATAL,TELEBACHILLERATOS COMUNITARIOS,II,I,
130006814B17,HIDALGO,13ETK0096W,M,TELEBACHILLERATO COMUNITARIO ATOPIXCO,VESPERTINO,,ZACUALTIPAN DE ANGELES,ATOPIXCO,BAJO,ESTATAL,TELEBACHILLERATOS COMUNITARIOS,I,I,
130006815B17,HIDALGO,13ETK0097V,H,TELEBACHILLERATO COMUNITARIO OLONTECO,MATUTINO,,ZACUALTIPAN DE ANGELES,OLONTECO,MUY ALTO,ESTATAL,TELEBACHILLERATOS COMUNITARIOS,III,III,
130006816B17,HIDALGO,13ETK0097V,M,TELEBACHILLERATO COMUNITARIO OLONTECO,MATUTINO,,ZACUALTIPAN DE ANGELES,OLONTECO,MUY ALTO,ESTATAL,TELEBACHILLERATOS COMUNITARIOS,II,I,
130006817B17,HIDALGO,13ETK0097V,H,TELEBACHILLERATO COMUNITARIO OLONTECO,MATUTINO,,ZACUALTIPAN DE ANGELES,OLONTECO,MUY ALTO,ESTATAL,TELEBACHILLERATOS COMUNITARIOS,I,I,
130006818B17,HIDALGO,13ETK0097V,H,TELEBACHILLERATO COMUNITARIO OLONTECO,MATUTINO,,ZACUALTIPAN DE ANGELES,OLONTECO,MUY ALTO,ESTATAL,TELEBACHILLERATOS COMUNITARIOS,I,I,
130006819B17,HIDALGO,13ETK0107L,M,TELEBACHILLERATO COMUNITARIO SAN LORENZO,MATUTINO,,JUAREZ HIDALGO,SAN LORENZO ITZTACOYOTLA,ALTO,ESTATAL,TELEBACHILLERATOS COMUNITARIOS,IV,III,
130006820B17,HIDALGO,13ETK0107L,M,TELEBACHILLERATO COMUNITARIO SAN LORENZO,MATUTINO,,JUAREZ HIDALGO,SAN LORENZO ITZTACOYOTLA,ALTO,ESTATAL,TELEBACHILLERATOS COMUNITARIOS,III,IV,
130006821B17,HIDALGO,13ETK0107L,H,TELEBACHILLERATO COMUNITARIO SAN LORENZO,MATUTINO,,JUAREZ HIDALGO,SAN LORENZO ITZTACOYOTLA,ALTO,ESTATAL,TELEBACHILLERATOS COMUNITARIOS,IV,IV,
130006822B17,HIDALGO,13ETK0107L,H,TELEBACHILLERATO COMUNITARIO SAN LORENZO,MATUTINO,,JUAREZ HIDALGO,SAN LORENZO ITZTACOYOTLA,ALTO,ESTATAL,TELEBACHILLERATOS COMUNITARIOS,III,II,
130006823B17,HIDALGO,13ETK0107L,H,TELEBACHILLERATO COMUNITARIO SAN LORENZO,MATUTINO,,JUAREZ HIDALGO,SAN LORENZO ITZTACOYOTLA,ALTO,ESTATAL,TELEBACHILLERATOS COMUNITARIOS,IV,IV,
130006824B17,HIDALGO,13ETK0107L,H,TELEBACHILLERATO COMUNITARIO SAN LORENZO,MATUTINO,,JUAREZ HIDALGO,SAN LORENZO ITZTACOYOTLA,ALTO,ESTATAL,TELEBACHILLERATOS COMUNITARIOS,IV,II,
130006825B17,HIDALGO,13ETK0107L,M,TELEBACHILLERATO COMUNITARIO SAN LORENZO,MATUTINO,,JUAREZ HIDALGO,SAN LORENZO ITZTACOYOTLA,ALTO,ESTATAL,TELEBACHILLERATOS COMUNITARIOS,IV,IV,
130006826B17,HIDALGO,13ETK0107L,H,TELEBACHILLERATO COMUNITARIO SAN LORENZO,MATUTINO,,JUAREZ HIDALGO,SAN LORENZO ITZTACOYOTLA,ALTO,ESTATAL,TELEBACHILLERATOS COMUNITARIOS,III,II,
130006827B17,HIDALGO,13ETK0107L,M,TELEBACHILLERATO COMUNITARIO SAN LORENZO,MATUTINO,,JUAREZ HIDALGO,SAN LORENZO ITZTACOYOTLA,ALTO,ESTATAL,TELEBACHILLERATOS COMUNITARIOS,III,III,
130006828B17,HIDALGO,13ETK0107L,H,TELEBACHILLERATO COMUNITARIO SAN LORENZO,MATUTINO,,JUAREZ HIDALGO,SAN LORENZO ITZTACOYOTLA,ALTO,ESTATAL,TELEBACHILLERATOS COMUNITARIOS,IV,IV,
130006829B17,HIDALGO,13ETK0107L,H,TELEBACHILLERATO COMUNITARIO SAN LORENZO,MATUTINO,,JUAREZ HIDALGO,SAN LORENZO ITZTACOYOTLA,ALTO,ESTATAL,TELEBACHILLERATOS COMUNITARIOS,IV,III,
130006830B17,HIDALGO,13ETK0107L,H,TELEBACHILLERATO COMUNITARIO SAN LORENZO,MATUTINO,,JUAREZ HIDALGO,SAN LORENZO ITZTACOYOTLA,ALTO,ESTATAL,TELEBACHILLERATOS COMUNITARIOS,III,III,
130006831B17,HIDALGO,13ETK0107L,H,TELEBACHILLERATO COMUNITARIO SAN LORENZO,MATUTINO,,JUAREZ HIDALGO,SAN LORENZO ITZTACOYOTLA,ALTO,ESTATAL,TELEBACHILLERATOS COMUNITARIOS,IV,III,
130006832B17,HIDALGO,13ETK0107L,H,TELEBACHILLERATO COMUNITARIO SAN LORENZO,MATUTINO,,JUAREZ HIDALGO,SAN LORENZO ITZTACOYOTLA,ALTO,ESTATAL,TELEBACHILLERATOS COMUNITARIOS,IV,II,
130006833B17,HIDALGO,13ETK0107L,M,TELEBACHILLERATO COMUNITARIO SAN LORENZO,MATUTINO,,JUAREZ HIDALGO,SAN LORENZO ITZTACOYOTLA,ALTO,ESTATAL,TELEBACHILLERATOS COMUNITARIOS,IV,IV,
130006834B17,HIDALGO,13ETK0107L,M,TELEBACHILLERATO COMUNITARIO SAN LORENZO,MATUTINO,,JUAREZ HIDALGO,SAN LORENZO ITZTACOYOTLA,ALTO,ESTATAL,TELEBACHILLERATOS COMUNITARIOS,IV,IV,
130006835B17,HIDALGO,13ETK0107L,H,TELEBACHILLERATO COMUNITARIO SAN LORENZO,MATUTINO,,JUAREZ HIDALGO,SAN LORENZO ITZTACOYOTLA,ALTO,ESTATAL,TELEBACHILLERATOS COMUNITARIOS,IV,III,
130006836B17,HIDALGO,13ETK0107L,H,TELEBACHILLERATO COMUNITARIO SAN LORENZO,MATUTINO,,JUAREZ HIDALGO,SAN LORENZO ITZTACOYOTLA,ALTO,ESTATAL,TELEBACHILLERATOS COMUNITARIOS,III,III,
130006837B17,HIDALGO,13PBH0338F,M,COLEGIO IGNACIO ALLENDE,MATUTINO,,ZACUALTIPAN DE ANGELES,ZACUALTIPAN,BAJO,PARTICULAR,PARTICULARES,I,8,
130006838B17,HIDALGO,13PBH0338F,M,COLEGIO IGNACIO ALLENDE,MATUTINO,,ZACUALTIPAN DE ANGELES,ZACUALTIPAN,BAJO,PARTICULAR,PARTICULARES,II,I,
130006839B17,HIDALGO,13PBH0338F,M,COLEGIO IGNACIO ALLENDE,MATUTINO,,ZACUALTIPAN DE ANGELES,ZACUALTIPAN,BAJO,PARTICULAR,PARTICULARES,I,I,
130006840B17,HIDALGO,13PBH0338F,H,COLEGIO IGNACIO ALLENDE,MATUTINO,,ZACUALTIPAN DE ANGELES,ZACUALTIPAN,BAJO,PARTICULAR,PARTICULARES,IV,8,
130006841B17,HIDALGO,13PBH0338F,H,COLEGIO IGNACIO ALLENDE,MATUTINO,,ZACUALTIPAN DE ANGELES,ZACUALTIPAN,BAJO,PARTICULAR,PARTICULARES,IV,IV,
130006842B17,HIDALGO,13PBH0338F,H,COLEGIO IGNACIO ALLENDE,MATUTINO,,ZACUALTIPAN DE ANGELES,ZACUALTIPAN,BAJO,PARTICULAR,PARTICULARES,III,I,
130006843B17,HIDALGO,13PBH0338F,H,COLEGIO IGNACIO ALLENDE,MATUTINO,,ZACUALTIPAN DE ANGELES,ZACUALTIPAN,BAJO,PARTICULAR,PARTICULARES,III,II,
130006844B17,HIDALGO,13PBH0338F,H,COLEGIO IGNACIO ALLENDE,MATUTINO,,ZACUALTIPAN DE ANGELES,ZACUALTIPAN,BAJO,PARTICULAR,PARTICULARES,I,I,
130006845B17,HIDALGO,13PBH0338F,M,COLEGIO IGNACIO ALLENDE,MATUTINO,,ZACUALTIPAN DE ANGELES,ZACUALTIPAN,BAJO,PARTICULAR,PARTICULARES,III,II,
130006846B17,HIDALGO,13PBH0338F,M,COLEGIO IGNACIO ALLENDE,MATUTINO,,ZACUALTIPAN DE ANGELES,ZACUALTIPAN,BAJO,PARTICULAR,PARTICULARES,III,I,
130006854B17,HIDALGO,13PBH3723U,M,CENTRO UNIVERSITARIO SIGLO XXI BACHILLERATO SEDE ZACUALTIPAN,MATUTINO,,ZACUALTIPAN DE ANGELES,ZACUALTIPAN,BAJO,PARTICULAR,PARTICULARES,II,I,
130006855B17,HIDALGO,13PBH3723U,H,CENTRO UNIVERSITARIO SIGLO XXI BACHILLERATO SEDE ZACUALTIPAN,MATUTINO,,ZACUALTIPAN DE ANGELES,ZACUALTIPAN,BAJO,PARTICULAR,PARTICULARES,III,I,
130006856B17,HIDALGO,13PBH3723U,H,CENTRO UNIVERSITARIO SIGLO XXI BACHILLERATO SEDE ZACUALTIPAN,MATUTINO,,ZACUALTIPAN DE ANGELES,ZACUALTIPAN,BAJO,PARTICULAR,PARTICULARES,II,I,
130006857B17,HIDALGO,13PBH3723U,M,CENTRO UNIVERSITARIO SIGLO XXI BACHILLERATO SEDE ZACUALTIPAN,MATUTINO,,ZACUALTIPAN DE ANGELES,ZACUALTIPAN,BAJO,PARTICULAR,PARTICULARES,II,I,
130006858B17,HIDALGO,13PBH3723U,M,CENTRO UNIVERSITARIO SIGLO XXI BACHILLERATO SEDE ZACUALTIPAN,MATUTINO,,ZACUALTIPAN DE ANGELES,ZACUALTIPAN,BAJO,PARTICULAR,PARTICULARES,I,I,
130006859B17,HIDALGO,13PBH3723U,M,CENTRO UNIVERSITARIO SIGLO XXI BACHILLERATO SEDE ZACUALTIPAN,MATUTINO,,ZACUALTIPAN DE ANGELES,ZACUALTIPAN,BAJO,PARTICULAR,PARTICULARES,IV,II,
130006860B17,HIDALGO,13PBH3723U,H,CENTRO UNIVERSITARIO SIGLO XXI BACHILLERATO SEDE ZACUALTIPAN,MATUTINO,,ZACUALTIPAN DE ANGELES,ZACUALTIPAN,BAJO,PARTICULAR,PARTICULARES,I,I,
